STATISTIC Label,Year,Quarter,County,UNIT,VALUE
New Dwelling Completion,2022,Q4,Galway,Number,268
New Dwelling Completion,2022,Q4,Galway City,Number,95
New Dwelling Completion,2022,Q4,Kildare,Number,1001
New Dwelling Completion,2022,Q4,Kilkenny,Number,142
New Dwelling Completion,2022,Q4,Kerry,Number,127
New Dwelling Completion,2022,Q4,Longford,Number,27
New Dwelling Completion,2022,Q4,Louth,Number,199
New Dwelling Completion,2022,Q4,Limerick City &,Number,210
New Dwelling Completion,2022,Q4,Leitrim,Number,23
New Dwelling Completion,2022,Q4,Laois,Number,205
New Dwelling Completion,2022,Q4,Meath,Number,648
New Dwelling Completion,2022,Q4,Monaghan,Number,118
New Dwelling Completion,2022,Q4,Mayo,Number,120
New Dwelling Completion,2022,Q4,Offaly,Number,122
New Dwelling Completion,2022,Q4,Roscommon,Number,67
New Dwelling Completion,2022,Q4,South Dublin,Number,622
New Dwelling Completion,2022,Q4,Sligo,Number,68
New Dwelling Completion,2022,Q4,Tipperary,Number,166
New Dwelling Completion,2022,Q4,Waterford City &,Number,198
New Dwelling Completion,2022,Q4,Westmeath,Number,96
New Dwelling Completion,2022,Q4,Wicklow,Number,631
New Dwelling Completion,2022,Q4,Wexford,Number,283
New Dwelling Completion,2023,Q1,Ireland,Number,6632
New Dwelling Completion,2023,Q1,Cork City,Number,260
New Dwelling Completion,2023,Q1,Clare,Number,102
New Dwelling Completion,2023,Q1,Cavan,Number,55
New Dwelling Completion,2023,Q1,Cork,Number,473
New Dwelling Completion,2023,Q1,Carlow,Number,41
New Dwelling Completion,2023,Q1,Dublin City,Number,507
New Dwelling Completion,2023,Q1,Dún Laoghaire Rathdown,Number,879
New Dwelling Completion,2023,Q1,Donegal,Number,138
New Dwelling Completion,2023,Q1,Fingal,Number,407
New Dwelling Completion,2023,Q1,Galway,Number,184
New Dwelling Completion,2023,Q1,Galway City,Number,93
New Dwelling Completion,2023,Q1,Kildare,Number,599
New Dwelling Completion,2023,Q1,Kilkenny,Number,78
New Dwelling Completion,2023,Q1,Kerry,Number,117
New Dwelling Completion,2023,Q1,Longford,Number,17
New Dwelling Completion,2023,Q1,Louth,Number,169
New Dwelling Completion,2023,Q1,Limerick City &,Number,205
New Dwelling Completion,2023,Q1,Leitrim,Number,37
New Dwelling Completion,2023,Q1,Laois,Number,109
New Dwelling Completion,2023,Q1,Meath,Number,281
New Dwelling Completion,2023,Q1,Monaghan,Number,66
New Dwelling Completion,2023,Q1,Mayo,Number,113
New Dwelling Completion,2023,Q1,Offaly,Number,103
New Dwelling Completion,2023,Q1,Roscommon,Number,37
New Dwelling Completion,2023,Q1,South Dublin,Number,716
New Dwelling Completion,2023,Q1,Sligo,Number,43
New Dwelling Completion,2023,Q1,Tipperary,Number,119
New Dwelling Completion,2023,Q1,Waterford City &,Number,132
New Dwelling Completion,2023,Q1,Westmeath,Number,53
New Dwelling Completion,2023,Q1,Wicklow,Number,268
New Dwelling Completion,2023,Q1,Wexford,Number,231
New Dwelling Completion,2023,Q2,Ireland,Number,7262
New Dwelling Completion,2023,Q2,Cork City,Number,305
New Dwelling Completion,2023,Q2,Clare,Number,83
New Dwelling Completion,2023,Q2,Cavan,Number,43
New Dwelling Completion,2023,Q2,Cork,Number,526
New Dwelling Completion,2023,Q2,Carlow,Number,54
New Dwelling Completion,2023,Q2,Dublin City,Number,523
New Dwelling Completion,2023,Q2,Dún Laoghaire Rathdown,Number,808
New Dwelling Completion,2023,Q2,Donegal,Number,166
New Dwelling Completion,2023,Q2,Fingal,Number,550
New Dwelling Completion,2023,Q2,Galway,Number,270
New Dwelling Completion,2023,Q2,Galway City,Number,74
New Dwelling Completion,2023,Q2,Kildare,Number,757
New Dwelling Completion,2023,Q2,Kilkenny,Number,94
New Dwelling Completion,2023,Q2,Kerry,Number,188
New Dwelling Completion,2023,Q2,Longford,Number,18
New Dwelling Completion,2023,Q2,Louth,Number,195
New Dwelling Completion,2023,Q2,Limerick City &,Number,147
New Dwelling Completion,2023,Q2,Leitrim,Number,21
New Dwelling Completion,2023,Q2,Laois,Number,227
New Dwelling Completion,2023,Q2,Meath,Number,404
New Dwelling Completion,2023,Q2,Monaghan,Number,52
New Dwelling Completion,2023,Q2,Mayo,Number,139
New Dwelling Completion,2023,Q2,Offaly,Number,96
New Dwelling Completion,2023,Q2,Roscommon,Number,47
New Dwelling Completion,2023,Q2,South Dublin,Number,467
New Dwelling Completion,2023,Q2,Sligo,Number,79
New Dwelling Completion,2023,Q2,Tipperary,Number,116
New Dwelling Completion,2023,Q2,Waterford City &,Number,168
New Dwelling Completion,2023,Q2,Westmeath,Number,61
New Dwelling Completion,2023,Q2,Wicklow,Number,347
New Dwelling Completion,2023,Q2,Wexford,Number,237
New Dwelling Completion,2023,Q3,Ireland,Number,8397
New Dwelling Completion,2023,Q3,Cork City,Number,156
New Dwelling Completion,2023,Q3,Clare,Number,95
New Dwelling Completion,2023,Q3,Cavan,Number,92
New Dwelling Completion,2023,Q3,Cork,Number,539
New Dwelling Completion,2023,Q3,Carlow,Number,56
New Dwelling Completion,2023,Q3,Dublin City,Number,888
New Dwelling Completion,2023,Q3,Dún Laoghaire Rathdown,Number,636
New Dwelling Completion,2023,Q3,Donegal,Number,190
New Dwelling Completion,2023,Q3,Fingal,Number,774
New Dwelling Completion,2023,Q3,Galway,Number,283
New Dwelling Completion,2023,Q3,Galway City,Number,110
New Dwelling Completion,2023,Q3,Kildare,Number,576
New Dwelling Completion,2023,Q3,Kilkenny,Number,125
New Dwelling Completion,2023,Q3,Kerry,Number,142
New Dwelling Completion,2023,Q3,Longford,Number,29
New Dwelling Completion,2023,Q3,Louth,Number,273
New Dwelling Completion,2023,Q3,Limerick City &,Number,195
New Dwelling Completion,2023,Q3,Leitrim,Number,17
New Dwelling Completion,2023,Q3,Laois,Number,167
New Dwelling Completion,2023,Q3,Meath,Number,402
New Dwelling Completion,2023,Q3,Monaghan,Number,63
New Dwelling Completion,2023,Q3,Mayo,Number,125
New Dwelling Completion,2023,Q3,Offaly,Number,120
New Dwelling Completion,2023,Q3,Roscommon,Number,40
New Dwelling Completion,2023,Q3,South Dublin,Number,1263
New Dwelling Completion,2023,Q3,Sligo,Number,64
New Dwelling Completion,2023,Q3,Tipperary,Number,139
New Dwelling Completion,2023,Q3,Waterford City &,Number,116
New Dwelling Completion,2023,Q3,Westmeath,Number,109
New Dwelling Completion,2023,Q3,Wicklow,Number,411
New Dwelling Completion,2023,Q3,Wexford,Number,202
New Dwelling Completion,2023,Q4,Ireland,Number,10211
New Dwelling Completion,2023,Q4,Cork City,Number,319
New Dwelling Completion,2023,Q4,Clare,Number,123
New Dwelling Completion,2023,Q4,Cavan,Number,70
New Dwelling Completion,2023,Q4,Cork,Number,522
New Dwelling Completion,2023,Q4,Carlow,Number,89
New Dwelling Completion,2023,Q4,Dublin City,Number,1514
New Dwelling Completion,2023,Q4,Dún Laoghaire Rathdown,Number,1239
New Dwelling Completion,2023,Q4,Donegal,Number,142
New Dwelling Completion,2023,Q4,Fingal,Number,624
New Dwelling Completion,2023,Q4,Galway,Number,219
New Dwelling Completion,2023,Q4,Galway City,Number,80
New Dwelling Completion,2023,Q4,Kildare,Number,774
New Dwelling Completion,2023,Q4,Kilkenny,Number,255
New Dwelling Completion,2023,Q4,Kerry,Number,167
New Dwelling Completion,2023,Q4,Longford,Number,55
New Dwelling Completion,2023,Q4,Louth,Number,446
New Dwelling Completion,2023,Q4,Limerick City &,Number,242
New Dwelling Completion,2023,Q4,Leitrim,Number,26
New Dwelling Completion,2023,Q4,Laois,Number,244
New Dwelling Completion,2023,Q4,Meath,Number,453
New Dwelling Completion,2023,Q4,Monaghan,Number,54
New Dwelling Completion,2023,Q4,Mayo,Number,145
New Dwelling Completion,2023,Q4,Offaly,Number,225
New Dwelling Completion,2023,Q4,Roscommon,Number,70
New Dwelling Completion,2023,Q4,South Dublin,Number,788
New Dwelling Completion,2023,Q4,Sligo,Number,76
New Dwelling Completion,2023,Q4,Tipperary,Number,134
New Dwelling Completion,2023,Q4,Waterford City &,Number,139
New Dwelling Completion,2023,Q4,Westmeath,Number,277
New Dwelling Completion,2023,Q4,Wicklow,Number,402
New Dwelling Completion,2023,Q4,Wexford,Number,298
New Dwelling Completion,2024,Q1,Ireland,Number,5814
New Dwelling Completion,2024,Q1,Cork City,Number,237
New Dwelling Completion,2024,Q1,Clare,Number,127
New Dwelling Completion,2024,Q1,Cavan,Number,51
New Dwelling Completion,2024,Q1,Cork,Number,464
New Dwelling Completion,2024,Q1,Carlow,Number,57
New Dwelling Completion,2024,Q1,Dublin City,Number,491
New Dwelling Completion,2024,Q1,Dún Laoghaire Rathdown,Number,381
New Dwelling Completion,2024,Q1,Donegal,Number,127
New Dwelling Completion,2024,Q1,Fingal,Number,294
New Dwelling Completion,2024,Q1,Galway,Number,212
New Dwelling Completion,2024,Q1,Galway City,Number,66
New Dwelling Completion,2024,Q1,Kildare,Number,272
New Dwelling Completion,2024,Q1,Kilkenny,Number,120
New Dwelling Completion,2024,Q1,Kerry,Number,72
New Dwelling Completion,2024,Q1,Longford,Number,32
New Dwelling Completion,2024,Q1,Louth,Number,176
New Dwelling Completion,2024,Q1,Limerick City &,Number,192
New Dwelling Completion,2024,Q1,Leitrim,Number,18
New Dwelling Completion,2024,Q1,Laois,Number,145
New Dwelling Completion,2024,Q1,Meath,Number,468
New Dwelling Completion,2024,Q1,Monaghan,Number,65
New Dwelling Completion,2024,Q1,Mayo,Number,83
New Dwelling Completion,2024,Q1,Offaly,Number,97
New Dwelling Completion,2024,Q1,Roscommon,Number,56
New Dwelling Completion,2024,Q1,South Dublin,Number,696
New Dwelling Completion,2024,Q1,Sligo,Number,39
New Dwelling Completion,2024,Q1,Tipperary,Number,97
New Dwelling Completion,2024,Q1,Waterford City &,Number,148
New Dwelling Completion,2024,Q1,Westmeath,Number,88
New Dwelling Completion,2024,Q1,Wicklow,Number,274
New Dwelling Completion,2024,Q1,Wexford,Number,169
New Dwelling Completion,2024,Q2,Ireland,Number,6824
New Dwelling Completion,2024,Q2,Cork City,Number,301
New Dwelling Completion,2024,Q2,Clare,Number,108
New Dwelling Completion,2024,Q2,Cavan,Number,69
New Dwelling Completion,2024,Q2,Cork,Number,532
New Dwelling Completion,2024,Q2,Carlow,Number,66
New Dwelling Completion,2024,Q2,Dublin City,Number,579
New Dwelling Completion,2024,Q2,Dún Laoghaire Rathdown,Number,439
New Dwelling Completion,2024,Q2,Donegal,Number,138
New Dwelling Completion,2024,Q2,Fingal,Number,343
New Dwelling Completion,2024,Q2,Galway,Number,261
New Dwelling Completion,2024,Q2,Galway City,Number,74
New Dwelling Completion,2024,Q2,Kildare,Number,345
New Dwelling Completion,2024,Q2,Kilkenny,Number,109
New Dwelling Completion,2024,Q2,Kerry,Number,103
New Dwelling Completion,2024,Q2,Longford,Number,41
New Dwelling Completion,2024,Q2,Louth,Number,242
New Dwelling Completion,2024,Q2,Limerick City &,Number,225
New Dwelling Completion,2024,Q2,Leitrim,Number,31
New Dwelling Completion,2024,Q2,Laois,Number,129
New Dwelling Completion,2024,Q2,Meath,Number,381
New Dwelling Completion,2024,Q2,Monaghan,Number,64
New Dwelling Completion,2024,Q2,Mayo,Number,162
New Dwelling Completion,2024,Q2,Offaly,Number,62
New Dwelling Completion,2024,Q2,Roscommon,Number,33
New Dwelling Completion,2024,Q2,South Dublin,Number,701
New Dwelling Completion,2024,Q2,Sligo,Number,51
New Dwelling Completion,2024,Q2,Tipperary,Number,169
New Dwelling Completion,2024,Q2,Waterford City &,Number,203
New Dwelling Completion,2024,Q2,Westmeath,Number,185
New Dwelling Completion,2024,Q2,Wicklow,Number,406
New Dwelling Completion,2024,Q2,Wexford,Number,272
New Dwelling Completion,2024,Q3,Ireland,Number,8889
New Dwelling Completion,2024,Q3,Cork City,Number,306
New Dwelling Completion,2024,Q3,Clare,Number,159
New Dwelling Completion,2024,Q3,Cavan,Number,60
New Dwelling Completion,2024,Q3,Cork,Number,680
New Dwelling Completion,2024,Q3,Carlow,Number,47
New Dwelling Completion,2024,Q3,Dublin City,Number,1125
New Dwelling Completion,2024,Q3,Dún Laoghaire Rathdown,Number,604
New Dwelling Completion,2024,Q3,Donegal,Number,178
New Dwelling Completion,2024,Q3,Fingal,Number,691
New Dwelling Completion,2024,Q3,Galway,Number,247
New Dwelling Completion,2024,Q3,Galway City,Number,37
New Dwelling Completion,2024,Q3,Kildare,Number,350
New Dwelling Completion,2024,Q3,Kilkenny,Number,118
New Dwelling Completion,2024,Q3,Kerry,Number,131
New Dwelling Completion,2024,Q3,Longford,Number,34
New Dwelling Completion,2024,Q3,Louth,Number,362
New Dwelling Completion,2024,Q3,Limerick City &,Number,357
New Dwelling Completion,2024,Q3,Leitrim,Number,20
New Dwelling Completion,2024,Q3,Laois,Number,232
New Dwelling Completion,2024,Q3,Meath,Number,309
New Dwelling Completion,2024,Q3,Monaghan,Number,87
New Dwelling Completion,2024,Q3,Mayo,Number,144
New Dwelling Completion,2024,Q3,Offaly,Number,123
New Dwelling Completion,2024,Q3,Roscommon,Number,50
New Dwelling Completion,2024,Q3,South Dublin,Number,1309
New Dwelling Completion,2024,Q3,Sligo,Number,40
New Dwelling Completion,2024,Q3,Tipperary,Number,100
New Dwelling Completion,2024,Q3,Waterford City &,Number,225
New Dwelling Completion,2024,Q3,Westmeath,Number,113
New Dwelling Completion,2024,Q3,Wicklow,Number,296
New Dwelling Completion,2024,Q3,Wexford,Number,355
New Dwelling Completion,2024,Q4,Ireland,Number,8679
New Dwelling Completion,2024,Q4,Cork City,Number,376
New Dwelling Completion,2024,Q4,Clare,Number,145
New Dwelling Completion,2024,Q4,Cavan,Number,65
New Dwelling Completion,2024,Q4,Cork,Number,648
New Dwelling Completion,2024,Q4,Carlow,Number,100
New Dwelling Completion,2024,Q4,Dublin City,Number,1155
New Dwelling Completion,2024,Q4,Dún Laoghaire Rathdown,Number,602
New Dwelling Completion,2024,Q4,Donegal,Number,193
New Dwelling Completion,2024,Q4,Fingal,Number,1099
New Dwelling Completion,2024,Q4,Galway,Number,247
New Dwelling Completion,2024,Q4,Galway City,Number,96
New Dwelling Completion,2024,Q4,Kildare,Number,456
New Dwelling Completion,2024,Q4,Kilkenny,Number,160
New Dwelling Completion,2024,Q4,Kerry,Number,176
New Dwelling Completion,2024,Q4,Longford,Number,19
New Dwelling Completion,2024,Q4,Louth,Number,391
New Dwelling Completion,2024,Q4,Limerick City &,Number,233
New Dwelling Completion,2024,Q4,Leitrim,Number,50
New Dwelling Completion,2024,Q4,Laois,Number,148
New Dwelling Completion,2024,Q4,Meath,Number,463
New Dwelling Completion,2024,Q4,Monaghan,Number,38
New Dwelling Completion,2024,Q4,Mayo,Number,187
New Dwelling Completion,2024,Q4,Offaly,Number,111
New Dwelling Completion,2024,Q4,Roscommon,Number,61
New Dwelling Completion,2024,Q4,South Dublin,Number,374
New Dwelling Completion,2024,Q4,Sligo,Number,73
New Dwelling Completion,2024,Q4,Tipperary,Number,118
New Dwelling Completion,2024,Q4,Waterford City &,Number,165
New Dwelling Completion,2024,Q4,Westmeath,Number,97
New Dwelling Completion,2024,Q4,Wicklow,Number,362
New Dwelling Completion,2024,Q4,Wexford,Number,271
New Dwelling Completion,2025,Q1,Ireland,Number,5935
New Dwelling Completion,2025,Q1,Cork City,Number,279
New Dwelling Completion,2025,Q1,Clare,Number,129
New Dwelling Completion,2025,Q1,Cavan,Number,57
New Dwelling Completion,2025,Q1,Cork,Number,441
New Dwelling Completion,2025,Q1,Carlow,Number,25
New Dwelling Completion,2025,Q1,Dublin City,Number,685
New Dwelling Completion,2025,Q1,Dún Laoghaire Rathdown,Number,241
New Dwelling Completion,2025,Q1,Donegal,Number,120
New Dwelling Completion,2025,Q1,Fingal,Number,622
New Dwelling Completion,2025,Q1,Galway,Number,213
New Dwelling Completion,2025,Q1,Galway City,Number,89
New Dwelling Completion,2025,Q1,Kildare,Number,417
New Dwelling Completion,2025,Q1,Kilkenny,Number,124
New Dwelling Completion,2025,Q1,Kerry,Number,90
New Dwelling Completion,2025,Q1,Longford,Number,20
New Dwelling Completion,2025,Q1,Louth,Number,215
New Dwelling Completion,2025,Q1,Limerick City &,Number,178
New Dwelling Completion,2025,Q1,Leitrim,Number,11
New Dwelling Completion,2025,Q1,Laois,Number,140
New Dwelling Completion,2025,Q1,Meath,Number,298
New Dwelling Completion,2025,Q1,Monaghan,Number,70
New Dwelling Completion,2025,Q1,Mayo,Number,103
New Dwelling Completion,2025,Q1,Offaly,Number,100
New Dwelling Completion,2025,Q1,Roscommon,Number,36
New Dwelling Completion,2025,Q1,South Dublin,Number,353
New Dwelling Completion,2025,Q1,Sligo,Number,55
New Dwelling Completion,2025,Q1,Tipperary,Number,116
New Dwelling Completion,2025,Q1,Waterford City &,Number,164
New Dwelling Completion,2025,Q1,Westmeath,Number,75
New Dwelling Completion,2025,Q1,Wicklow,Number,305
New Dwelling Completion,2025,Q1,Wexford,Number,164
New Dwelling Completion,2025,Q2,Ireland,Number,9214
New Dwelling Completion,2025,Q2,Cork City,Number,327
New Dwelling Completion,2025,Q2,Clare,Number,188
New Dwelling Completion,2025,Q2,Cavan,Number,81
New Dwelling Completion,2025,Q2,Cork,Number,516
New Dwelling Completion,2025,Q2,Carlow,Number,52
New Dwelling Completion,2025,Q2,Dublin City,Number,1167
New Dwelling Completion,2025,Q2,Dún Laoghaire Rathdown,Number,828
New Dwelling Completion,2025,Q2,Donegal,Number,159
New Dwelling Completion,2025,Q2,Fingal,Number,1201
New Dwelling Completion,2025,Q2,Galway,Number,222
New Dwelling Completion,2025,Q2,Galway City,Number,98
New Dwelling Completion,2025,Q2,Kildare,Number,408
New Dwelling Completion,2025,Q2,Kilkenny,Number,143
New Dwelling Completion,2025,Q2,Kerry,Number,224
New Dwelling Completion,2025,Q2,Longford,Number,23
New Dwelling Completion,2025,Q2,Louth,Number,419
New Dwelling Completion,2025,Q2,Limerick City &,Number,225
New Dwelling Completion,2025,Q2,Leitrim,Number,36
New Dwelling Completion,2025,Q2,Laois,Number,230
New Dwelling Completion,2025,Q2,Meath,Number,482
New Dwelling Completion,2025,Q2,Monaghan,Number,64
New Dwelling Completion,2025,Q2,Mayo,Number,99
New Dwelling Completion,2025,Q2,Offaly,Number,67
New Dwelling Completion,2025,Q2,Roscommon,Number,29
New Dwelling Completion,2025,Q2,South Dublin,Number,626
New Dwelling Completion,2025,Q2,Sligo,Number,146
New Dwelling Completion,2025,Q2,Tipperary,Number,213
New Dwelling Completion,2025,Q2,Waterford City &,Number,140
New Dwelling Completion,2025,Q2,Westmeath,Number,236
New Dwelling Completion,2025,Q2,Wicklow,Number,273
New Dwelling Completion,2025,Q2,Wexford,Number,292
